fecha_convocatoria,fecha_buena_pro,fecha_suscripcion,lead_time_adjudicacion,lead_time_formalizacion,lead_time_total_proceso,red_asistencial,dpto_entrega_item,tipo_proveedor,denominacion_dci,tipo_proceso_seleccion,es_consorcio,es_uso_critico,es_uso_intrahospitalario,monto_adjudicado_soles,anio,flag_tiene_adenda
2023-01-29,2023-04-07,2023-04-24,68,17,85,red prestacional sabogal,cusco,legal entity,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,740260.07,2023,0
2024-10-31,2024-11-11,2024-11-24,11,13,24,red prestacional sabogal,apurimac,legal entity,meropenem 500 mg,contratacion directa,0,1,1,42890.91,2024,0
2023-08-08,2023-10-06,2023-10-31,59,25,84,red prestacional almenara,lambayeque,natural person,hipromelosa 0.3%,licitacion publica,0,1,0,2007086.02,2023,0
2025-11-24,2026-02-02,2026-02-25,70,23,93,red prestacional rebagliati,loreto,legal entity,omeprazol 20 mg,licitacion publica,0,0,0,161879.07,2025,1
2022-08-03,2022-08-25,2022-09-16,22,22,44,red prestacional lambayeque,lima,legal entity,meropenem 500 mg,adjudicacion simplificada,0,1,1,1026335.03,2022,0
2024-08-08,2024-09-19,2024-10-10,42,21,63,red prestacional rebagliati,apurimac,legal entity,omeprazol 20 mg,subasta inversa electronica,0,0,0,1385223.85,2024,0
2023-02-11,2023-03-16,2023-05-04,33,49,82,red asistencial madre de dios,la libertad,natural person,cicloserine 250 mg,licitacion publica,0,1,1,351822.71,2023,0
2024-05-14,2024-05-28,2024-06-06,14,9,23,red asistencial madre de dios,la libertad,natural person,ceftriaxona 1 g,contratacion directa,0,1,1,73854.74,2024,0
2023-02-11,2023-02-26,2023-03-29,15,31,46,red prestacional lambayeque,loreto,legal entity,enoxaparina 40 mg,subasta inversa electronica,0,0,1,178720.21,2023,1
2024-06-12,2024-08-02,2024-09-15,51,44,95,red prestacional almenara,lambayeque,legal entity,enoxaparina 40 mg,licitacion publica,0,1,1,36927.93,2024,0
2023-12-27,2024-01-26,2024-02-14,30,19,49,red prestacional rebagliati,cusco,legal entity,cicloserine 250 mg,adjudicacion simplificada,0,1,0,1362759.23,2023,0
2025-10-10,2025-10-28,2025-11-03,18,6,24,red prestacional sabogal,madre de dios,legal entity,insulina glargina 100 ui/ml,subasta inversa electronica,0,0,1,269451.2,2025,0
2022-02-27,2022-03-22,2022-04-07,23,16,39,red prestacional lambayeque,la libertad,legal entity,dextrometorfano 15mg/5ml,adjudicacion simplificada,0,0,0,43446.06,2022,0
2022-10-29,2022-11-22,2022-12-02,24,10,34,red prestacional almenara,madre de dios,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,144264.25,2022,0
2023-11-18,2024-01-11,2024-02-14,54,34,88,red prestacional almenara,madre de dios,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,1,29499.54,2023,0
2024-01-25,2024-03-21,2024-05-04,56,44,100,red asistencial la libertad,lima,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,520384.98,2024,0
2025-03-14,2025-04-22,2025-05-24,39,32,71,red prestacional almenara,madre de dios,legal entity,cicloserine 250 mg,licitacion publica,0,0,1,369953.89,2025,0
2024-05-08,2024-06-11,2024-06-30,34,19,53,red asistencial la libertad,loreto,legal entity,cefalexina 500 mg,licitacion publica,0,0,0,1426620.7,2024,0
2024-03-27,2024-04-15,2024-05-02,19,17,36,red prestacional sabogal,lima,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,0,827289.21,2024,1
2022-11-26,2022-12-15,2023-01-04,19,20,39,red prestacional sabogal,la libertad,legal entity,enoxaparina 40 mg,licitacion publica,0,1,1,47338.43,2022,0
2025-06-02,2025-06-23,2025-07-05,21,12,33,red prestacional rebagliati,lima,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,332115.12,2025,0
2022-07-01,2022-09-16,2022-09-30,77,14,91,red asistencial la libertad,lima,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,88715.69,2022,0
2024-05-04,2024-05-20,2024-05-31,16,11,27,red prestacional lambayeque,lima,consortium,insulina glargina 100 ui/ml,adjudicacion simplificada,1,1,1,283739.48,2024,1
2024-03-07,2024-05-30,2024-07-23,84,54,138,red asistencial arequipa,lima,natural person,meropenem 500 mg,licitacion publica,0,1,1,150075.69,2024,1
2023-01-06,2023-02-09,2023-03-09,34,28,62,red prestacional sabogal,lima,legal entity,clotrimazol 1%,subasta inversa electronica,0,0,0,2061329.3,2023,1
2024-05-04,2024-06-19,2024-07-02,46,13,59,red prestacional rebagliati,lima,legal entity,cicloserine 250 mg,subasta inversa electronica,0,1,1,839867.15,2024,0
2022-11-10,2022-12-07,2023-01-05,27,29,56,red prestacional lambayeque,lima,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,962074.49,2022,0
2025-11-22,2025-12-14,2025-12-21,22,7,29,red asistencial ancash,lambayeque,legal entity,insulina glargina 100 ui/ml,subasta inversa electronica,0,0,1,286677.97,2025,0
2023-02-22,2023-04-23,2023-06-14,60,52,112,red prestacional sabogal,ancash,consortium,insulina glargina 100 ui/ml,licitacion publica,1,1,1,201512.23,2023,1
2023-03-07,2023-05-14,2023-06-16,68,33,101,red prestacional sabogal,loreto,legal entity,clotrimazol 1%,licitacion publica,0,0,0,175986.05,2023,0
2022-11-10,2022-12-13,2023-01-26,33,44,77,red prestacional lambayeque,lima,consortium,insulina glargina 100 ui/ml,licitacion publica,1,1,1,471920.85,2022,1
2024-03-22,2024-04-14,2024-05-14,23,30,53,red prestacional sabogal,lima,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,1,108339.36,2024,0
2025-03-28,2025-04-19,2025-05-01,22,12,34,red asistencial arequipa,madre de dios,legal entity,enoxaparina 40 mg,adjudicacion simplificada,0,1,1,1579934.14,2025,0
2022-01-02,2022-01-13,2022-01-23,11,10,21,red prestacional lambayeque,madre de dios,legal entity,cefalexina 500 mg,subasta inversa electronica,0,0,0,765243.25,2022,0
2024-07-22,2024-10-06,2024-11-19,76,44,120,red prestacional almenara,lambayeque,legal entity,enoxaparina 40 mg,licitacion publica,0,1,1,655193.64,2024,1
2023-05-30,2023-06-27,2023-07-13,28,16,44,red asistencial arequipa,lima,natural person,sulfadiazina 1% crema,adjudicacion simplificada,0,1,0,61142.12,2023,0
2025-10-20,2025-11-17,2025-12-07,28,20,48,red asistencial la libertad,madre de dios,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,212189.69,2025,0
2024-04-12,2024-06-04,2024-06-29,53,25,78,red prestacional almenara,la libertad,natural person,cicloserine 250 mg,licitacion publica,0,1,1,77802.99,2024,0
2022-01-24,2022-01-25,2022-02-17,1,23,24,red asistencial ancash,loreto,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,86920.08,2022,0
2025-07-31,2025-08-18,2025-08-21,18,3,21,red prestacional almenara,cusco,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,811552.28,2025,0
2022-03-06,2022-04-28,2022-05-14,53,16,69,red prestacional sabogal,apurimac,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,17383.93,2022,0
2022-07-28,2022-09-09,2022-09-24,43,15,58,red prestacional rebagliati,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,452486.85,2022,0
2023-09-08,2023-09-29,2023-10-22,21,23,44,red prestacional almenara,la libertad,consortium,paracetamol 500 mg,adjudicacion simplificada,1,0,0,285001.85,2023,1
2023-04-27,2023-07-07,2023-08-20,71,44,115,red asistencial arequipa,arequipa,legal entity,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,363710.41,2023,0
2022-04-26,2022-06-12,2022-07-19,47,37,84,red prestacional rebagliati,lima,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,24327.83,2022,0
2025-08-25,2025-09-15,2025-09-30,21,15,36,red prestacional sabogal,lima,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,3501183.39,2025,0
2023-04-15,2023-05-15,2023-06-03,30,19,49,red prestacional almenara,madre de dios,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,376442.91,2023,0
2025-09-16,2025-11-02,2025-11-19,47,17,64,red asistencial loreto,la libertad,consortium,paracetamol 500 mg,licitacion publica,1,0,0,127221.47,2025,0
2022-02-15,2022-04-30,2022-06-15,74,46,120,red prestacional rebagliati,ancash,natural person,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,175423.18,2022,0
2023-11-07,2023-12-25,2024-02-18,48,55,103,red asistencial la libertad,madre de dios,consortium,piperacilina/tazobactan 4g+500mg,licitacion publica,1,0,1,770237.73,2023,1
2023-11-27,2023-12-25,2023-12-29,28,4,32,red prestacional rebagliati,arequipa,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,0,146155.5,2023,0
2022-08-04,2022-08-14,2022-08-30,10,16,26,red prestacional rebagliati,lima,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,190305.5,2022,0
2024-10-27,2024-11-27,2024-12-07,31,10,41,red prestacional lambayeque,loreto,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,1073093.63,2024,0
2023-11-29,2023-12-22,2024-01-11,23,20,43,red prestacional rebagliati,arequipa,legal entity,sulfadiazina 1% crema,adjudicacion simplificada,0,0,0,795284.43,2023,0
2023-01-24,2023-02-12,2023-03-07,19,23,42,red asistencial la libertad,lima,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,233462.21,2023,0
2023-02-04,2023-02-11,2023-02-20,7,9,16,red asistencial madre de dios,apurimac,legal entity,sodio cloruro 0.9%,contratacion directa,0,0,1,189170.43,2023,0
2023-01-24,2023-02-17,2023-03-07,24,18,42,red prestacional sabogal,arequipa,natural person,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,217839.12,2023,0
2022-01-28,2022-04-16,2022-05-25,78,39,117,red asistencial la libertad,lambayeque,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,362438.03,2022,1
2022-01-16,2022-02-17,2022-03-14,32,25,57,red asistencial arequipa,lima,natural person,hipromelosa 0.3%,subasta inversa electronica,0,0,0,336544.59,2022,0
2024-02-28,2024-03-22,2024-04-02,23,11,34,red prestacional almenara,lima,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,8786564.46,2024,0
2023-08-31,2023-10-01,2023-10-11,31,10,41,red prestacional rebagliati,lima,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,9158.05,2023,0
2025-07-26,2025-07-30,2025-08-24,4,25,29,red prestacional almenara,lima,legal entity,ceftriaxona 1 g,subasta inversa electronica,0,1,1,926545.33,2025,0
2025-09-28,2025-10-27,2025-11-08,29,12,41,red prestacional lambayeque,lima,legal entity,sodio cloruro 0.9%,subasta inversa electronica,0,0,1,2229957.65,2025,0
2025-09-06,2025-09-30,2025-10-07,24,7,31,red asistencial la libertad,lima,consortium,sodio cloruro 0.9%,adjudicacion simplificada,1,0,1,498161.03,2025,0
2022-09-24,2022-11-05,2022-11-28,42,23,65,red prestacional sabogal,lima,legal entity,sulfadiazina 1% crema,subasta inversa electronica,0,0,0,467720.19,2022,0
2024-07-11,2024-09-03,2024-10-19,54,46,100,red prestacional lambayeque,lima,legal entity,enoxaparina 40 mg,licitacion publica,0,1,1,90421.83,2024,0
2024-11-30,2024-12-29,2025-01-12,29,14,43,red asistencial la libertad,madre de dios,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,123988.29,2024,0
2022-08-06,2022-10-17,2022-12-13,72,57,129,red prestacional lambayeque,apurimac,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,264031.64,2022,1
2023-04-25,2023-05-28,2023-07-07,33,40,73,red prestacional sabogal,arequipa,legal entity,clotrimazol 1%,licitacion publica,0,0,0,442460.47,2023,0
2022-03-09,2022-04-01,2022-04-23,23,22,45,red prestacional sabogal,apurimac,consortium,insulina glargina 100 ui/ml,subasta inversa electronica,1,1,1,1095895.43,2022,0
2024-10-25,2024-11-17,2024-12-02,23,15,38,red asistencial loreto,lima,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,336115.27,2024,0
2023-11-21,2023-12-03,2023-12-08,12,5,17,red prestacional lambayeque,lima,legal entity,cicloserine 250 mg,contratacion directa,0,1,1,43435.1,2023,0
2022-03-16,2022-03-22,2022-03-30,6,8,14,red prestacional sabogal,lima,legal entity,cefalexina 500 mg,contratacion directa,0,0,1,379254.76,2022,1
2023-04-13,2023-05-19,2023-05-28,36,9,45,red prestacional almenara,arequipa,consortium,cefalexina 500 mg,adjudicacion simplificada,1,0,0,420458.06,2023,0
2023-10-24,2023-11-14,2023-12-22,21,38,59,red prestacional almenara,arequipa,legal entity,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,148916.26,2023,0
2024-06-26,2024-07-06,2024-07-19,10,13,23,red asistencial arequipa,lima,natural person,dextrometorfano 15mg/5ml,adjudicacion simplificada,0,0,0,245828.34,2024,0
2023-08-03,2023-08-30,2023-09-11,27,12,39,red prestacional lambayeque,lima,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,1375307.13,2023,0
2024-11-10,2025-01-22,2025-03-03,73,40,113,red prestacional lambayeque,ancash,legal entity,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,942287.43,2024,1
2023-02-08,2023-02-27,2023-04-06,19,38,57,red prestacional sabogal,la libertad,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,349481.69,2023,0
2025-09-16,2025-11-03,2025-11-19,48,16,64,red prestacional lambayeque,lima,legal entity,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,235245.02,2025,0
2022-07-23,2022-08-19,2022-09-04,27,16,43,red prestacional rebagliati,lambayeque,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,928483.84,2022,0
2022-01-07,2022-01-17,2022-01-27,10,10,20,red prestacional sabogal,apurimac,legal entity,ritonavir 100 mg,contratacion directa,0,1,0,397949.61,2022,1
2022-02-18,2022-03-19,2022-04-05,29,17,46,red prestacional almenara,loreto,legal entity,hipromelosa 0.3%,subasta inversa electronica,0,0,0,851622.15,2022,0
2024-01-26,2024-02-07,2024-02-22,12,15,27,red prestacional sabogal,lambayeque,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,0,698079.51,2024,0
2023-06-10,2023-07-03,2023-07-29,23,26,49,red prestacional rebagliati,lambayeque,legal entity,cicloserine 250 mg,adjudicacion simplificada,0,1,1,40432.79,2023,0
2023-12-23,2024-01-25,2024-02-11,33,17,50,red asistencial la libertad,apurimac,natural person,sodio cloruro 0.9%,subasta inversa electronica,0,0,1,705877.03,2023,0
2024-06-24,2024-08-05,2024-09-10,42,36,78,red asistencial arequipa,arequipa,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,1,52539.73,2024,0
2022-03-20,2022-05-11,2022-05-27,52,16,68,red prestacional rebagliati,lambayeque,consortium,meropenem 500 mg,licitacion publica,1,1,1,67615.9,2022,0
2023-01-02,2023-01-11,2023-01-15,9,4,13,red asistencial la libertad,ancash,legal entity,piperacilina/tazobactan 4g+500mg,contratacion directa,0,1,1,1932400.7,2023,0
2022-05-12,2022-05-18,2022-05-21,6,3,9,red asistencial arequipa,ancash,natural person,piperacilina/tazobactan 4g+500mg,subasta inversa electronica,0,1,1,25137.82,2022,0
2024-10-02,2024-10-31,2024-12-02,29,32,61,red prestacional almenara,madre de dios,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,44745.22,2024,0
2023-04-27,2023-06-14,2023-07-04,48,20,68,red prestacional sabogal,lambayeque,legal entity,enoxaparina 40 mg,licitacion publica,0,1,1,114578.42,2023,0
2023-06-13,2023-07-14,2023-07-27,31,13,44,red asistencial arequipa,lima,natural person,clotrimazol 1%,adjudicacion simplificada,0,0,0,1151974.28,2023,0
2023-10-15,2023-11-01,2023-11-19,17,18,35,red prestacional almenara,lima,consortium,sodio cloruro 0.9%,subasta inversa electronica,1,0,0,244054.63,2023,0
2024-01-28,2024-02-27,2024-03-18,30,20,50,red asistencial ancash,lima,legal entity,enoxaparina 40 mg,adjudicacion simplificada,0,1,1,974934.9,2024,0
2022-11-29,2023-01-02,2023-01-25,34,23,57,red prestacional rebagliati,lambayeque,legal entity,piperacilina/tazobactan 4g+500mg,subasta inversa electronica,0,1,1,30352.43,2022,0
2022-01-01,2022-02-21,2022-03-20,51,27,78,red prestacional sabogal,la libertad,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,162115.6,2022,0
2023-07-07,2023-07-10,2023-08-01,3,22,25,red prestacional rebagliati,lima,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,675677.35,2023,0
2022-02-25,2022-04-01,2022-04-29,35,28,63,red prestacional sabogal,piura,legal entity,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,1559302.59,2022,0
2023-02-04,2023-03-21,2023-04-16,45,26,71,red prestacional rebagliati,loreto,legal entity,cefalexina 500 mg,licitacion publica,0,0,0,198745.68,2023,0
2024-04-21,2024-05-24,2024-06-14,33,21,54,red prestacional rebagliati,lima,consortium,cicloserine 250 mg,adjudicacion simplificada,1,1,1,534253.97,2024,1
2024-10-12,2025-01-14,2025-03-01,94,46,140,red prestacional lambayeque,lima,natural person,meropenem 500 mg,licitacion publica,0,1,1,728964.17,2024,0
2023-11-06,2023-11-30,2024-01-11,24,42,66,red prestacional sabogal,piura,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,3255035.02,2023,1
2023-02-05,2023-03-08,2023-03-28,31,20,51,red prestacional rebagliati,lima,legal entity,cicloserine 250 mg,adjudicacion simplificada,0,1,1,250688.51,2023,0
2023-08-05,2023-08-19,2023-09-01,14,13,27,red prestacional sabogal,lima,natural person,sodio cloruro 0.9%,contratacion directa,0,0,1,59094.58,2023,0
2022-03-21,2022-04-13,2022-04-25,23,12,35,red prestacional almenara,lima,natural person,cicloserine 250 mg,adjudicacion simplificada,0,1,1,583854.49,2022,0
2025-11-10,2025-11-29,2025-12-12,19,13,32,red prestacional almenara,ancash,legal entity,omeprazol 20 mg,adjudicacion simplificada,0,0,1,1005432.92,2025,0
2024-03-23,2024-04-13,2024-04-24,21,11,32,red prestacional rebagliati,ancash,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,1018955.12,2024,0
2022-03-06,2022-03-20,2022-03-21,14,1,15,red asistencial loreto,lambayeque,natural person,omeprazol 20 mg,adjudicacion simplificada,0,0,0,705378.55,2022,0
2022-11-21,2022-11-22,2022-12-29,1,37,38,red asistencial la libertad,lambayeque,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,169406.79,2022,0
2022-05-08,2022-05-28,2022-06-28,20,31,51,red asistencial loreto,cusco,consortium,hipromelosa 0.3%,licitacion publica,1,0,0,39438.92,2022,0
2024-11-02,2024-11-15,2024-12-06,13,21,34,red prestacional lambayeque,lima,legal entity,omeprazol 20 mg,adjudicacion simplificada,0,0,0,58315.92,2024,0
2023-01-22,2023-02-18,2023-02-24,27,6,33,red asistencial madre de dios,lima,natural person,cicloserine 250 mg,adjudicacion simplificada,0,1,1,1039810.58,2023,0
2024-08-03,2024-08-23,2024-09-18,20,26,46,red asistencial la libertad,lima,natural person,sodio cloruro 0.9%,licitacion publica,0,0,1,30489.83,2024,0
2023-04-17,2023-05-11,2023-06-11,24,31,55,red prestacional lambayeque,lima,consortium,cicloserine 250 mg,subasta inversa electronica,1,1,1,33218.17,2023,0
2025-04-19,2025-06-10,2025-07-11,52,31,83,red prestacional almenara,piura,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,1,904605.08,2025,1
2022-12-23,2023-01-11,2023-01-31,19,20,39,red prestacional lambayeque,arequipa,natural person,cicloserine 250 mg,subasta inversa electronica,0,1,1,2657085.41,2022,0
2022-06-30,2022-08-17,2022-09-10,48,24,72,red prestacional lambayeque,madre de dios,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,0,576515.69,2022,0
2022-12-22,2023-01-14,2023-01-29,23,15,38,red prestacional rebagliati,loreto,legal entity,sodio cloruro 0.9%,licitacion publica,0,1,1,114145.52,2022,0
2024-06-12,2024-07-02,2024-07-17,20,15,35,red prestacional rebagliati,lambayeque,natural person,cefalexina 500 mg,adjudicacion simplificada,0,1,0,763715.53,2024,0
2023-03-09,2023-03-20,2023-04-11,11,22,33,red prestacional rebagliati,la libertad,legal entity,cicloserine 250 mg,adjudicacion simplificada,0,1,1,85350.77,2023,0
2025-10-19,2025-11-24,2026-01-07,36,44,80,red asistencial loreto,madre de dios,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,266525.96,2025,0
2022-06-29,2022-08-23,2022-10-09,55,47,102,red prestacional almenara,arequipa,legal entity,meropenem 500 mg,licitacion publica,0,1,0,7372.25,2022,0
2023-06-30,2023-07-29,2023-08-19,29,21,50,red asistencial arequipa,lima,legal entity,meropenem 500 mg,adjudicacion simplificada,0,1,1,1449117.57,2023,0
2024-06-17,2024-06-23,2024-07-02,6,9,15,red prestacional lambayeque,loreto,natural person,cefalexina 500 mg,adjudicacion simplificada,0,0,1,69789.68,2024,0
